book_title,author,isbn,publisher,weeks_on_list,movie_title,year,length,movie_genre,movie_rating,star_rating, gross_amount ,Book Title (GoodReads),Author,average_rating,isbn,isbn13,language_code,publication_date,publisher
,,,,,,,,,,,,Ballet in Western Culture: A History of Its Origins and Evolution,Carol Lee,3.53,415942578,9780760000000,eng,10/3/2003,For Dummies
,,,,,,,,,,,,Ballet Shoes,Noel Streatfeild,4.07,1842552473,9780420000000,eng,8/11/2002,Routledge
,,,,,,,,,,,,Baltasar and Blimunda,José Saramago/Giovanni Pontiero,3.92,156005204,9781840000000,eng,12/23/2004,Orion Children's Books
,,,,,,,,,,,,Baltasar and Blimunda,José Saramago/Giovanni Pontiero,3.92,1860469019,9780160000000,eng,10/16/1998,Mariner Books
,,,,,,,,,,,,Balzac And The Little Chinese Seamstress,Dai Sijie/Ina Rilke,3.64,99452243,9781860000000,eng,9/20/2001,Vintage Classics
,,,,,,,,,,,,Band of Brothers: E Company  506th Regiment  101st Airborne from Normandy to Hitler's Eagle's Nest,Stephen E. Ambrose,4.43,743464117,9780100000000,eng,4/17/2002,Random House (Vintage)
,,,,,,,,,,,,Banker,Dick Francis,4.06,718132386,9780740000000,eng,9/1/2002,Simon & Schuster; Media Tie-In edition
,,,,,,,,,,,,Banker to the Poor: Micro-Lending and the Battle Against World Poverty,Muhammad Yunus/Alan Jolis,4.09,1586481983,9780720000000,eng,10/3/2000,Michael Joseph
,,,,,,,,,,,,Banvard's Folly: Thirteen Tales of People Who Didn't Change the World,Paul  Collins,3.98,312300336,9781590000000,eng,10/16/2003,PublicAffairs
,,,,,,,,,,,,Barack Obama: Working to Make a Difference,Marlene Targ Brill/Lerner Publishing Group,3.96,822560569,9780310000000,eng,5/3/2002,Picador
,,,,,,,,,,,,Bare Bones: Conversations on Terror with Stephen King,Tim Underwood/Chuck Miller/Stephen King,4.17,446390577,9780820000000,en-US,4/1/2006,Lerner Publications
,,,,,,,,,,,,Bargaining for Advantage: Negotiation Strategies for Reasonable People,G. Richard Shell,3.95,143036971,9780450000000,eng,7/1/1989,Warner
,,,,,,,,,,,,Bargaining for Advantage: Negotiation Strategies for Reasonable People,G. Richard Shell,3.95,140281916,9780140000000,en-US,5/2/2006,Penguin Books
,,,,,,,,,,,,Barnaby Rudge,Charles Dickens/John Bowen/Hablot Knight Browne,3.81,140437282,9780140000000,eng,6/1/2000,Penguin Books
,,,,,,,,,,,,Barnyard Dance,Sandra Boynton,4.25,1563054426,9780140000000,eng,2/27/2003,Penguin Books
,,,,,,,,,,,,Barracuda 945 (Admiral Arnold Morgan  #6),Patrick Robinson,3.97,60086637,9781560000000,en-US,10/1/1993,Workman Publishing Company
,,,,,,,,,,,,Barrel Fever and Other Stories,David Sedaris/Amy Sedaris,3.79,1586212214,9780060000000,eng,6/29/2004,HarperTorch
,,,,,,,,,,,,Barron's Book Notes: Lord of the Flies,Michael Spring/William Golding,3.67,812034260,9781590000000,en-US,10/1/2001,Grand Central Publishing
,,,,,,,,,,,,Baseball: a Literary Anthology,Nicholas Dawidoff/Ernest Lawrence Thayer/Jacques Barzun/Robert Frost/John Updike/Leroy Satchel Paige/Bill Veeck/Murray Kempton/Jimmy Breslin/Marianne Moore/Gay Talese/Tallulah Bankhead/Albert G. Spalding/Nelson Algren/William Carlos Williams/James Weldon Johnson/Thomas Wolfe/James Thurber/Philip Roth/Jim Bouton/Dave Frishberg/Roger Kahn/Roger Angell/Damon Runyon/George Plimpton/A. Bartlett Giamatti/Amiri Baraka/Annie Dillard/Stephen Jay Gould/Stephen King/Richard Ford/Don DeLillo/Lawrence S. Ritter/Ring Lardner/Carl Sandburg/Heywood Broun/Bernard Malamud/Red  Smith,4.24,193108209X,9780810000000,eng,10/1/1984,Barron's Educational Series
,,,,,,,,,,,,Basic Economics: A Citizen's Guide to the Economy,Thomas Sowell,4.32,465081452,9781930000000,eng,3/4/2002,Library of America
,,,,,,,,,,,,Basic Economics: A Common Sense Guide to the Economy,Thomas Sowell,4.32,465002609,9780470000000,eng,12/24/2003,Basic Books
,,,,,,,,,,,,Basic Writings of Nietzsche,Friedrich Nietzsche/Walter Kaufmann/Peter Gay,4.11,679783393,9780470000000,eng,4/3/2007,Basic Books (AZ)
,,,,,,,,,,,,Basin and Range,John McPhee,4.19,374516901,9780680000000,eng,1/25/2001,Random House  Inc.
,,,,,,,,,,,,Basket Case,Carl Hiaasen,3.82,446695645,9780370000000,eng,4/1/1982,Farrar  Straus and Giroux
,,,,,,,,,,,,Basket Case,Carl Hiaasen,3.82,044661193X,9780450000000,eng,2/1/2005,Grand Central Publishing
,,,,,,,,,,,,Batman: Arkham Asylum - A Serious House on Serious Earth,Grant Morrison/Dave McKean,4.1,1401204252,9780450000000,eng,1/1/2003,Grand Central Publishing
,,,,,,,,,,,,Batman: Gothic,Grant Morrison/Klaus Janson,3.79,1563890283,9781400000000,eng,1/11/2005,DC Comics
,,,,,,,,,,,,Batman: Inferno,Alexander C. Irvine,3.63,345479459,9781560000000,eng,7/1/1998,DC Comics
,,,,,,,,,,,,Battle Angel Alita - Last Order : Angel's Vision  Vol. 08,Yukito Kishiro,4.1,1421508656,9780350000000,eng,10/31/2006,Del Rey
,,,,,,,,,,,,Battle Angel Alita - Last Order : Guilty Angel  Vol. 07,Yukito Kishiro,4.12,1421504332,9781420000000,eng,12/12/2006,VIZ Media LLC
,,,,,,,,,,,,Battle Cry,Leon Uris,4.15,006075186X,9781420000000,eng,6/13/2006,VIZ Media LLC
,,,,,,,,,,,,Battle Cry of Freedom,James M. McPherson,4.35,019516895X,9780060000000,eng,6/28/2005,Avon
,,,,,,,,,,,,Battle for the Planet of the Apes,David Gerrold/John William Corrington/Joyce Hooper Corrington,3.66,891901639,9780200000000,eng,12/11/2003,Oxford University Press  USA
,,,,,,,,,,,,Battle of the Bunheads (Scrambled Legs  #2),Jahnna N. Malcolm,3.5,970016417,9780890000000,eng,6/1/1973,Award Books
,,,,,,,,,,,,Battlefield of the Mind: Winning the Battle in Your Mind,Joyce Meyer,4.34,446691097,9780970000000,eng,9/1/2000,Starcatcher Press
,,,,,,,,,,,,Baudolino,Umberto Eco/William Weaver/R.C.S. Libri,3.74,156029065,9780450000000,en-US,10/1/2002,FaithWords
,,,,,,,,,,,,Baumgartner's Bombay,Anita Desai,3.47,618056807,9780160000000,eng,10/6/2003,Harcourt
,,,,,,,,,,,,Be Happy or I'll Scream!: My Deranged Quest for the Perfect Husband  Family  and Life,Sheri Lynch,3.71,312342349,9780620000000,eng,5/19/2000,Mariner Books
,,,,,,,,,,,,Be Here Now,Ram Dass/Richard Alpert,4.29,517543052,9780310000000,en-US,2/6/2007,St. Martin's Griffin
,,,,,,,,,,,,Be More Chill,Ned Vizzini,3.68,786809965,9780520000000,en-US,10/12/1971,Lama Foundation (San Cristobal  NM)
,,,,,,,,,,,,Be the Person You Want to Find: Relationship and Self-Discovery,Cheri Huber/June Shiver,4.25,963625527,9780790000000,eng,9/1/2005,Disney-Hyperion
,,,,,,,,,,,,Beach Blanket Bad Boys,Linda Lael Miller/Alison Kent/Lucy Monroe/Jill Shalvis/Susanna Carr/Morgan Leigh,3.89,758210949,9780960000000,eng,9/1/1997,Keep It Simple Books
,,,,,,,,,,,,Beach Girls,Luanne Rice,4.06,553587242,9780760000000,eng,6/7/2005,Kensington
,,,,,,,,,,,,Beach Music,Pat Conroy,4.15,553381539,9780550000000,eng,8/3/2004,Bantam
,,,,,,,,,,,,Beat That! Cookbook,Ann Hodgman,4.31,395971780,9780550000000,eng,3/26/2002,Dial Press
,,,,,,,,,,,,Beatles: Every Little Thing,Maxwell Mackenzie,3.83,380796988,9780400000000,eng,10/7/1999,Rux Martin/Houghton Mifflin Harcourt
,,,,,,,,,,,,Beatrice's Goat,Page McBrier/Lori Lohstoeter/Hillary Rodham Clinton,4.25,689869908,9780380000000,en-US,12/1/1998,It Books
,,,,,,,,,,,,Beatrix Potter: A Life in Nature,Linda Lear,4.03,312369344,9780690000000,eng,7/1/2004,Aladdin
,,,,,,,,,,,,Beatrix Potter's Journal,Beatrix Potter,4.36,723258058,9780310000000,eng,1/9/2007,St. Martin's Press
,,,,,,,,,,,,Beautiful Boys (Weetzie Bat  #4-5),Francesca Lia Block,4.43,60594357,9780720000000,eng,10/19/2006,Warne
,,,,,,,,,,,,Beautiful Evidence,Edward R. Tufte,4.15,961392177,9780060000000,en-US,7/6/2004,HarperTeen
,,,,,,,,,,,,Beauty,Robin McKinley,4.05,60753102,9780960000000,eng,11/7/2006,Graphics Press LLC
,,,,,,,,,,,,Beauty,Robin McKinley,4.05,862031435,9780060000000,eng,7/26/2005,HarperCollins
,,,,,,,,,,,,Beauty and Sadness,Yasunari Kawabata/Howard Hibbett,3.85,679761055,9780860000000,eng,9/29/1983,Julia MacRae
,,,,,,,,,,,,Beauty and the Beast,Max Eilenberg/Angela Barrett,4.37,763631604,9780680000000,eng,1/30/1996,Vintage
,,,,,,,,,,,,Beauty and the Contemporary Sublime,Jeremy Gilbert-Rolfe,3.56,1581150377,9780760000000,eng,11/14/2006,Candlewick Press
,,,,,,,,,,,,Beauty is the Beast  Vol. 4,Tomo Matsumoto/Tomo Kimura,3.79,1421503549,9781580000000,eng,12/1/1999,Allworth
,,,,,,,,,,,,Beauty: A Retelling of the Story of Beauty and the Beast,Robin McKinley,4.05,64404773,9781420000000,eng,8/1/2006,VIZ Media LLC
,,,,,,,,,,,,Beauty: The Invisible Embrace,John O'Donohue,4.47,60957263,9780060000000,eng,6/30/1993,HarperCollins
,,,,,,,,,,,,Beauty's Punishment,A.N. Roquelaure/Anne Rice,3.62,452266629,9780060000000,en-US,3/1/2005,Harper Perennial
,,,,,,,,,,,,Beauty's Punishment (Sleeping Beauty  #2),A.N. Roquelaure/Anne Rice,3.62,452281431,9780450000000,eng,6/1/1984,Plume
,,,,,,,,,,,,Beauty's Release (Sleeping Beauty  #3),A.N. Roquelaure/Anne Rice,3.71,452281458,9780450000000,eng,5/1/1999,Penguin Books
,,,,,,,,,,,,Because I Remember Terror  Father  I Remember You,Sue William Silverman,4.11,820321753,9780450000000,eng,5/1/1999,Penguin Books
,,,,,,,,,,,,Because It Is Bitter  and Because It Is My Heart,Joyce Carol Oates,3.89,452265819,9780820000000,en-US,9/2/1999,University of Georgia Press
,,,,,,,,,,,,Because Of Winn Dixie,Kate DiCamillo,4.04,439250722,9780450000000,eng,3/30/1991,Plume
,,,,,,,,,,,,Because the Night (Lloyd Hopkins  #2),James Ellroy,3.48,1400095298,9780440000000,eng,3/1/2000,Candlewick Press
,,,,,,,,,,,,Beckett Football Card Price Guide,Dan Hitt/James Beckett III,0,1930692471,9781400000000,eng,10/18/2005,Vintage
,,,,,,,,,,,,Becoming a Contagious Christian,Bill Hybels/Mark Mittelberg,3.92,310210089,9781930000000,eng,9/1/2006,Beckett Media
,,,,,,,,,,,,Becoming a Contagious Christian Leader's Guide: Communicating Your Faith in a Style That Fits You,Mark Mittelberg/Lee Strobel,3.75,310257867,9780310000000,eng,4/20/1996,Zondervan
,,,,,,,,,,,,Becoming a Goddess of Inner Poise: Spirituality for the Bridget Jones in All of Us,Donna Freitas,3.59,787976288,9780310000000,eng,2/12/2007,Zondervan
,,,,,,,,,,,,Becoming a Woman of Beauty and Strength: Esther,Elizabeth George,4.27,736904891,9780790000000,eng,9/1/2004,Jossey-Bass
,,,,,,,,,,,,Bedlam's Bard (Bedlam Bard  #1-2),Mercedes Lackey/Ellen Guon,3.95,141653282X,9780740000000,eng,1/1/2001,Harvest House Publishers
,,,,,,,,,,,,Bedlam's Edge (Bedlam's Bard  #8),Mercedes Lackey/Rosemary Edghill,3.92,1416521100,9781420000000,eng,6/30/2006,Baen Books
,,,,,,,,,,,,Been Down So Long It Looks Like Up To Me,Richard Fariña/Thomas Pynchon,3.8,140189300,9781420000000,en-US,1/30/2007,Baen
,,,,,,,,,,,,Before Night Falls,Reinaldo Arenas/Dolores M. Koch,4.17,1852428082,9780140000000,eng,8/29/1996,Penguin Classics
,,,,,,,,,,,,Before Night Falls,Keith Gray,3.39,1842991248,9781850000000,eng,6/15/2001,Serpents Tail
,,,,,,,,,,,,Before the Frost (Linda Wallander #1),Henning Mankell/Ebba Segerberg,3.85,1400095816,9781840000000,eng,9/1/2007,Barrington Stoke
,,,,,,,,,,,,Before The Mayflower A History of Black America,Lerone Bennett Jr.,4.44,140072144,9781400000000,eng,2/14/2006,Vintage Crime/Black Lizard
,,,,,,,,,,,,Before the Mayflower: A History of Black America,Lerone Bennett Jr.,4.44,874850916,9780140000000,en-US,5/1/1984,Penguin Books
,,,,,,,,,,,,Before We Were Free,Julia Alvarez,3.87,044023784X,9780870000000,eng,10/23/2003,Johnson Publishing Company (IL)
,,,,,,,,,,,,Beginning Again: An Autobiography of The Years 1911 to 1918,Leonard Woolf,3.81,156116804,9780440000000,en-US,4/13/2004,Laurel Leaf Library
,,,,,,,,,,,,Beginning PHP and MySQL 5: From Novice to Professional,W. Jason Gilmore,3.72,1590595521,9780160000000,eng,10/18/1989,Mariner Books
,,,,,,,,,,,,Behaving Like Adults,Anna Maxted,3.54,60096683,9781590000000,en-US,10/1/2005,Apress
,,,,,,,,,,,,Behind Closed Doors: Secrets of Great Management,Johanna Rothman/Esther Derby,3.96,976694026,9780060000000,eng,8/3/2004,William Morrow Paperbacks
,,,,,,,,,,,,Behind the Curtain (Echo Falls  #2),Peter Abrahams,3.9,60737042,9780980000000,en-US,9/26/2005,Pragmatic Bookshelf
,,,,,,,,,,,,Behind the Scenes at the Museum,Kate Atkinson,3.96,312150601,9780060000000,en-US,4/25/2006,HarperCollins
,,,,,,,,,,,,Being a Green Mother (Incarnations of Immortality  #5),Piers Anthony,3.96,727840010,9780310000000,eng,11/12/1999,Picador USA
,,,,,,,,,,,,Being and Nothingness,Jean-Paul Sartre/Hazel E. Barnes/Mary Warnock/Richard Eyre,3.96,415278481,9780730000000,eng,10/26/1989,Severn House
,,,,,,,,,,,,Being Dead Is No Excuse: The Official Southern Ladies Guide to Hosting the Perfect Funeral,Gayden Metcalfe,3.86,1401359345,9780420000000,eng,8/28/2003,Routledge
,,,,,,,,,,,,Bel Canto,Ann Patchett,3.93,60838728,9781400000000,en-US,3/16/2005,Hyperion Books
,,,,,,,,,,,,Belle Ruin (Emma Graham  #3),Martha Grimes,3.5,451219449,9780060000000,eng,8/2/2005,Harper Perennial
,,,,,,,,,,,,Bellwether,Connie Willis,3.92,553562967,9780450000000,eng,9/1/2006,Berkley Books
,,,,,,,,,,,,Beloved,Toni Morrison,3.83,1400033411,9780550000000,eng,6/2/1997,Spectra
,,,,,,,,,,,,Beloved,Toni Morrison/A.S. Byatt,3.83,307264882,9781400000000,eng,6/8/2004,Vintage
,,,,,,,,,,,,Beloved Bride: The Letters of Stonewall Jackson to His Wife,Bill Potter/Stephen Lang,4.1,1929241631,9780310000000,eng,10/17/2006,Everyman's Library
,,,,,,,,,,,,Below the Root,Zilpha Keatley Snyder/Alton Raible,4.08,689304579,9781930000000,eng,4/10/2003,Vision Forum
,,,,,,,,,,,,Belshazzar's Daughter (Inspector Ikmen #1),Barbara Nadel,3.51,1933397497,9780690000000,eng,1/1/1975,Atheneum Books
,,,,,,,,,,,,Beneath the Wheel,Hermann Hesse/Michael E. Roloff,3.85,031242230X,9781930000000,eng,10/1/2006,Felony & Mayhem
,,,,,,,,,,,,Bengal Nights,Mircea Eliade/Catherine Spencer,3.93,226204197,9780310000000,eng,7/1/2003,Picador
,,,,,,,,,,,,Benjamin Franklin,Edmund S. Morgan,3.87,300101627,9780230000000,en-US,4/1/1995,University of Chicago Press
,,,,,,,,,,,,Beowulf,Unknown/Burton Raffel,3.44,451527402,9780300000000,eng,8/11/2003,Yale University Press
,,,,,,,,,,,,Beowulf,Michael Morpurgo/Michael Foreman,3.85,763632066,9780450000000,eng,9/1/1999,Signet Classics
,,,,,,,,,,,,Beowulf & Grendel: The Truth Behind England's Oldest Legend,John Grigsby,3.57,1842931539,9780760000000,eng,10/24/2006,Candlewick Press
,,,,,,,,,,,,Beowulf: A Dual-Language Edition,Unknown/Howell D. Chickering,3.44,1400096227,9781840000000,en-US,10/10/2005,Watkins Publishing
,,,,,,,,,,,,Beowulf: A New Telling,Robert Nye,3.5,440905605,9781400000000,eng,2/14/2006,Anchor
,,,,,,,,,,,,Berlin Blues,Sven Regener/John Brownjohn,3.87,99449234,9780440000000,eng,3/15/1982,Dell
,,,,,,,,,,,,Berlin Diary: The Journal of a Foreign Correspondent 1934-1941,William L. Shirer/Gordon A. Craig,4.29,801870569,9780100000000,eng,11/4/2004,Vintage
,,,,,,,,,,,,Berlin: The Downfall  1945,Antony Beevor,4.29,670886955,9780800000000,eng,4/17/2002,Johns Hopkins University Press
,,,,,,,,,,,,Berlioz: Servitude and Greatness  1832-1869 (Volume 2),David Cairns,4.27,520240588,9780670000000,eng,1/1/2002,Viking Books
,,,,,,,,,,,,Berserker: Blue Death (Berserker  #8),Fred Saberhagen,3.71,812553292,9780520000000,en-US,10/1/2003,University of California Press
,,,,,,,,,,,,Berserkers: The Beginning (Berserkers  #1 & #5),Fred Saberhagen,3.7,671878840,9780810000000,en-US,9/28/1987,Tor Books
,,,,,,,,,,,,Best Ghost and Horror Stories,Bram Stoker/Richard Dalby,3.52,486297160,9780670000000,eng,6/1/1998,Baen
,,,,,,,,,,,,Best Kept Secrets,Sandra Brown,3.77,446533289,9780490000000,eng,11/2/2011,Dover Publications
,,,,,,,,,,,,Best of London (Lonely Planet Best Of),Lonely Planet/Sarah Johnstone/Steve Fallon,3.83,1740594770,9780450000000,eng,11/3/2003,Hachette Books
,,,,,,,,,,,,Best Science Fiction Stories of Clifford D. Simak,Clifford D. Simak,3.94,446658081,9781740000000,eng,9/1/2004,Lonely Planet
,,,,,,,,,,,,Best Science Fiction Stories of H. G. Wells,H.G. Wells,3.84,486215318,9780450000000,eng,6/1/1972,Paperback Library
,,,,,,,,,,,,Betcha Can't Read Just One,Alan Dean Foster/George Alec Effinger/Jack McDevitt/Nina Kiriki Hoffman/Mike Resnick/R.A. Lafferty/Tobias Grace/Laura Resnick/Margaret Ball/Ron Goulart/Mel Gilden/Edward Wellen/Wolfgang Jeschke/Greg Costikyan/Esther M. Friesner/Steve Rasnic Tem,3.92,441248837,9780490000000,eng,11/24/2011,Dover Publications
,,,,,,,,,,,,Betrayal (Chasing Yesterday  #2),Robin Wasserman,3.96,439933412,9780440000000,eng,12/1/1993,Ace
,,,,,,,,,,,,Betrayal of Trust: The Collapse of Global Public Health,Laurie Garrett/Steven M. Wolinsky,4.12,786884401,9780440000000,en-US,7/1/2007,Scholastic Paperbacks
,,,,,,,,,,,,Betraying Spinoza: The Renegade Jew Who Gave Us Modernity,Rebecca Goldstein,3.92,805242090,9780790000000,eng,8/15/2001,Hachette Books
,,,,,,,,,,,,Betsy and Joe (Betsy-Tacy  #8),Maud Hart Lovelace/Vera Neville,4.31,006440546X,9780810000000,en-US,5/30/2006,Schocken
,,,,,,,,,,,,Betsy and Tacy Go Downtown (Betsy-Tacy  #4),Maud Hart Lovelace/Lois Lenski,4.21,690134495,9780060000000,eng,3/31/1995,HarperTrophy
,,,,,,,,,,,,Betsy and Tacy Go Over the Big Hill (Betsy-Tacy  #3),Maud Hart Lovelace/Lois Lenski,4.18,64400999,9780690000000,eng,1/1/1943,Thomas Y. Crowell Company
,,,,,,,,,,,,Betsy and the Great World (Betsy-Tacy  #9),Maud Hart Lovelace/Vera Neville,4.14,64405451,9780060000000,en-US,4/5/2000,HarperCollins
,,,,,,,,,,,,Betsy Was a Junior (Betsy-Tacy  #7),Maud Hart Lovelace/Vera Neville,4.17,64405478,9780060000000,eng,3/31/1996,HarperTrophy
,,,,,,,,,,,,Betsy's Wedding (Betsy-Tacy  #10),Maud Hart Lovelace/Vera Neville,4.31,64405443,9780060000000,en-US,3/31/1995,HarperTrophy
,,,,,,,,,,,,Betsy-Tacy (Betsy-Tacy  #1),Maud Hart Lovelace/Lois Lenski,4.07,64400964,9780060000000,en-US,3/31/1996,HarperTrophy
,,,,,,,,,,,,Betsy-Tacy and Tib (Betsy-Tacy  #2),Maud Hart Lovelace/Lois Lenski,4.17,006024416X,9780060000000,en-US,8/14/2007,HarperCollins
,,,,,,,,,,,,"Betty Friedan and the Making of ""The Feminine Mystique"": The American Left  the Cold War  and Modern Feminism",Daniel Horowitz,3.59,1558492763,9780060000000,eng,11/9/1994,HarperCollins
,,,,,,,,,,,,Between Time and Timbuktu or Prometheus-5,Kurt Vonnegut Jr.,3.46,385280793,9781560000000,eng,9/27/2000,University of Massachusetts Press
,,,,,,,,,,,,Beyond Death: The Gates of Consciousness,Stanislav Grof/Christina Grof,4,500810192,9780390000000,eng,7/15/1972,Delta
,,,,,,,,,,,,Beyond Good and Evil,Friedrich Nietzsche/R.J. Hollingdale/Michael Tanner,4.01,014044923X,9780500000000,eng,2/18/1980,Thames & Hudson
,,,,,,,,,,,,Beyond Good and Evil: Prelude to a Philosophy of the Future,Friedrich Nietzsche/Walter Kaufmann,4.01,394703375,9780140000000,eng,2/27/2003,Penguin Classics
,,,,,,,,,,,,Beyond Innocence (Beyond Duet  #1),Emma Holly,3.62,515130990,9780390000000,eng,12/17/1989,Vintage
,,,,,,,,,,,,Beyond Reach (Grant County  #6),Karin Slaughter,4.19,038533947X,9780520000000,en-US,7/1/2001,Jove
,,,,,,,,,,,,Beyond Seduction (Beyond Duet  #2),Emma Holly,3.7,515133086,9780390000000,eng,7/31/2007,Delacorte Press
,,,,,,,,,,,,Beyond the Chains of Illusion: My Encounter with Marx and Freud,Erich Fromm/Rainer Funk,4.07,082641897X,9780520000000,eng,6/28/2002,Jove
,,,,,,,,,,,,Beyond the Hundredth Meridian: John Wesley Powell and the Second Opening of the West,Wallace Stegner/Bernard DeVoto,4.07,140159940,9780830000000,eng,12/17/2006,Bloomsbury / Continuum
,,,,,,,,,,,,Beyond the Post-Modern Mind: The Place of Meaning in a Global Civilization,Huston Smith,4.24,835608301,9780140000000,eng,3/1/1992,Penguin Books
,,,,,,,,,,,,Beyond World's End (Bedlam's Bard  #4),Mercedes Lackey/Rosemary Edghill,3.93,671318551,9780840000000,en-US,7/25/2003,Quest Books
,,,,,,,,,,,,BFF*: Just As Long As We're Together / Here's to You  Rachel Robinson (*Best Friends Forever),Judy Blume,4.26,385734077,9780670000000,en-US,12/1/2001,Baen
,,,,,,,,,,,,Big Anthony and the Magic Ring,Tomie dePaola,4.1,156119072,9780390000000,eng,3/27/2007,Delacorte Books for Young Readers
,,,,,,,,,,,,Big Baby,Charles Burns,3.96,1560978007,9780160000000,en-US,4/25/1979,HMH Books for Young Readers
,,,,,,,,,,,,Big Bad Wolf,Linda Jones,3.8,505521792,9781560000000,eng,2/17/2007,Fantagraphics
,,,,,,,,,,,,Big Dead Place: Inside the Strange and Menacing World of Antarctica,Nicholas Johnson/Eirik Sonneland,3.72,922915997,9780510000000,eng,2/27/1997,Love Spell
,,,,,,,,,,,,Big Dog... Little Dog,P.D. Eastman,4.12,375822976,9780920000000,eng,6/1/2005,Feral House
,,,,,,,,,,,,Big Money,P.G. Wodehouse,3.93,014000937X,9780380000000,en-US,5/27/2003,Random House Books for Young Readers
,,,,,,,,,,,,Big Red Tub,Julia Jarman/Adrian    Reynolds,4.03,439672325,9780140000000,eng,9/3/1991,Penguin Books
,,,,,,,,,,,,Bill Bryson: The Complete Notes,Bill Bryson,4.09,038560131X,9780440000000,eng,12/1/2004,Orchard
,,,,,,,,,,,,Bill Bryson's African Diary,Bill Bryson,3.44,767915062,9780390000000,eng,10/5/2000,Doubleday
,,,,,,,,,,,,Bill Bryson's African Diary,Bill Bryson,3.44,385605145,9780770000000,eng,12/3/2002,Broadway Books
,,,,,,,,,,,,Bill Buzz,Roger Hargreaves/Gray Jolliffe,4.67,679801154,9780390000000,eng,12/2/2002,Doubleday
,,,,,,,,,,,,Bill Gates: Computer Legend (Famous Lives),Sara Barton-Wood,5,739844326,9780680000000,eng,10/14/1989,Random House for Young Readers
,,,,,,,,,,,,Billy Budd  Sailor,Herman Melville/Harrison Hayford/Merton M. Sealts Jr.,3.12,226321320,9780740000000,eng,11/1/2001,Raintree
