title,author,weeks_on_list,publication_date,average_rating,publisher
The Snake Pit (The Master of Hestviken  #2),Sigrid Undset/Arthur G. Chater,,11/29/1994,4.23,Vintage
The Son Avenger (The Master of Hestviken  #4),Sigrid Undset,,6/24/1995,4.4,Vintage
An Imaginary Life,David Malouf,,2/5/1999,3.88,Vintage
The Great World,David Malouf,,5/20/1999,3.88,Vintage
A Very Long Engagement,Sébastien Japrisot,,1/6/2005,3.91,Vintage
Birdsong,Sebastian Faulks,,6/2/1997,4.09,Vintage International
The Collected Poems of Wilfred Owen,Wilfred Owen/Cecil Day-Lewis,,1/17/1965,4.34,New Directions
Murder in Foggy Bottom (Capital Crimes  #17),Margaret Truman,,1/29/2002,3.71,Fawcett
The Road,Cormac McCarthy,,9/26/2006,3.97,Alfred A. Knopf
The Road to Serfdom,Friedrich A. Hayek,,3/9/2006,4.18,Routledge
Road of the Patriarch (Forgotten Realms: The Sellswords  #3),R.A. Salvatore,,12/20/2006,4.19,Wizards of the Coast
Road Trip USA: Cross-Country Adventures on America's Two-Lane Highways,Jamie Jensen,,3/31/2006,3.96,Rick Steves
Howl's Moving Castle (Howl's Moving Castle  #1),Diana Wynne Jones,,8/1/2001,4.29,Harper Trophy
Howl and Other Poems,Allen Ginsberg/William Carlos Williams,,1/1/2001,4.13,City Lights
When Rabbit Howls,Truddi Chase/Robert A. Phillips,,2/5/2002,4.04,Berkley
The Art of Howl's Moving Castle,Hayao Miyazaki/Yuji Oniki/Joe Hisaishi,,7/1/2005,4.51,VIZ Media LLC
Howl: Original Draft Facsimile  Transcript & Variant Versions  Fully Annotated by Author  with Contemporaneous Correspondence,Allen Ginsberg/Barry Miles,,10/10/2006,4.22,Harper Perennial Modern Classics
The Best of America's Test Kitchen 2007: The Year's Best Recipes  Equipment Reviews  and Tastings,America's Test Kitchen,,9/1/2006,4.35,America's Test Kitchen
Charlie and the Chocolate Factory (Charlie Bucket  #1),Roald Dahl/Quentin Blake,,6/2/2005,4.13,Puffin Books
Charlie and the Chocolate Factory: A Play,Richard R. George/Roald Dahl,,9/27/1979,4.33,Puffin Books
Charlie and the Chocolate Factory (Abridged),Roald Dahl,,6/2/2005,3.86,Puffin
Collected Stories,Roald Dahl/Jeremy Treglown,,10/17/2006,4.39,Alfred A. Knopf
Roald Dahl Treasury,Roald Dahl,,9/15/2003,4.43,Viking Juvenile
Dirty Beasts,Roald Dahl/Quentin Blake,,10/14/2002,4.01,Puffin Books
Never Let Me Go,Kazuo Ishiguro,,8/31/2010,3.82,Vintage Books
Never Let Me Go,Kazuo Ishiguro,,1/31/2006,3.82,Vintage Books
Never Let Me Go,Kazuo Ishiguro/Rosalyn Landor,,4/12/2005,3.82,Books on Tape
Homeric Moments: Clues to Delight in Reading the Odyssey and the Iliad,Eva Brann,,9/1/2002,4.3,Paul Dry Books
Paradoxes of Education in a Republic,Eva Brann,,8/15/1989,4.28,University of Chicago Press
The Music of the Republic: Essays on Socrates' Conversations and Plato's Writings,Eva Brann,,3/1/2004,4.58,Paul Dry Books
Open Secrets / Inward Prospects: Reflections on World and Soul,Eva Brann,,10/1/2004,4.42,Paul Dry Books
Phaedo,Plato/Eva Brann/Peter Kalkavage/Eric Salem,,9/1/1998,4.04,Focus
Rocky Stories: Tales of Love  Hope  and Happiness at America's Most Famous Steps,Michael Vitez/Tom Gralish/Sylvester Stallone,,11/1/2006,4.16,Paul Dry Books
My Heart May Be Broken  but My Hair Still Looks Great (Domestic Equalizers #2),Dixie Cash,,8/29/2006,3.88,William Morrow Paperbacks
Since You're Leaving Anyway  Take Out the Trash (Domestic Equalizers #1),Dixie Cash,,8/31/2004,3.81,Avon
The Da Vinci Code (Robert Langdon  #2),Dan Brown,,3/18/2003,3.84,Doubleday Publishing (NY)
Blessings from the Other Side: Wisdom and Comfort from the Afterlife for This Life,Sylvia Browne/Lindsay Harrison,,10/1/2002,3.98,NAL
Mother God: The Feminine Principle to Our Creator,Sylvia Browne,,2/1/2004,4.05,Hay House
Thanksgiving,Janet Evanovich,,10/31/2006,3.6,HarperTorch
Plum Lovin' (Stephanie Plum  #12.5),Janet Evanovich,,1/9/2007,3.72,St. Martin's Press
Four to Score (Stephanie Plum  #4),Janet Evanovich,,6/15/1999,4.17,St. Martin's Press
Seven Up (Stephanie Plum  #7),Janet Evanovich,,6/17/2002,4.16,St. Martin's Press
Hard Eight (Stephanie Plum  #8),Janet Evanovich/Lorelei King,,6/16/2003,4.17,St. Martin's Press
Motor Mouth (Alex Barnaby #2),Janet Evanovich,,10/3/2006,3.68,HarperCollins
A Supposedly Fun Thing I'll Never Do Again: Essays and Arguments,David Foster Wallace,,2/1/1997,4.25,Little  Brown
Ivanhoe,Walter Scott/Graham Tulloch,,3/30/2000,3.75,Penguin Books /Penguin Classics
Ivanhoe,Marianna Mayer/Walter Scott/John Rush,,10/7/2004,3.96,Chronicle Books
Me and Jezebel: When Bette Davis Came for Dinner -- And Stayed ... And Stayed ... And Stayed ... And ...,Elizabeth L. Fuller,,5/1/1992,3.73,Berkley
George Washington and Benedict Arnold: A Tale of Two Patriots,Dave R. Palmer,,8/1/2006,4.27,Regnery History
His Excellency: George Washington,Joseph J. Ellis,,11/8/2005,3.92,Vintage
George Washington's Rules of Civility & Decent Behavior in Company and Conversation (Little Books of Wisdom),George Washington,,8/1/1989,4.08,Applewood Books
George Washington's Sacred Fire,Peter A. Lillback/Jerry Newcombe,,5/31/2011,4.18,Providence Forum Press
Waverley,Walter Scott/Claire Lamont,,8/20/1998,3.43,Oxford University Press
The Antiquary,Walter Scott/Nicola J. Watson,,5/23/2002,3.83,Oxford University Press
Rob Roy,Walter Scott/Lockhart Bogle,,7/9/2002,3.7,Modern Library
Prozac Nation,Elizabeth Wurtzel,,4/2/2002,3.59,Riverhead Books
Girl  Interrupted: Screenplay based on the book,James Mangold/Anna Hamilton Phelan/Lisa Loomer/Susanna Kaysen,,2/21/2000,4.02,Faber & Faber
How to Write a Damn Good Novel: A Step-by-Step No Nonsense Guide to Dramatic Storytelling,James N. Frey,,12/15/1987,3.86,St. Martin's Press
Book of the Dead (Kay Scarpetta  #15),Patricia Cornwell,,11/1/2007,3.65,Putnam Adult
At Risk (Winston Garano  #1),Patricia Cornwell,,5/23/2006,3.41,G. P. Putnam's Sons
Predator (Kay Scarpetta  #14),Patricia Cornwell,,10/1/2006,3.68,Berkley Publishing Group
Trace (Kay Scarpetta  #13),Patricia Cornwell,,6/28/2005,3.78,Berkley
Postmortem (Kay Scarpetta  #1),Patricia Daniels Cornwell/Patricia Cornwell,,12/30/2003,4.02,Pocket Books
Three Complete Novels: Postmortem / Body Of Evidence / All That Remains (Kay Scarpetta  #1  #2  #3),Patricia Cornwell,,10/1/1997,4.29,Smithmark Publishers
From Potter's Field (Kay Scarpetta  #6),Patricia Cornwell,,8/30/2005,4.04,Berkley Books
The Body Farm (Kay Scarpetta  #5),Patricia Cornwell,,12/28/2004,4.05,Berkley
Trace (Kay Scarpetta  #13),Patricia Cornwell/Carolyn McCormick,,8/4/2005,3.78,Penguin Audio
Cause of Death (Kay Scarpetta  #7),Patricia Cornwell/C.J. Critt,,1/2/2007,3.93,Berkley Books
The Patricia Cornwell CD Audio Treasury: All That Remains / Cruel & Unusual (Kay Scarpetta  #3  #4),Patricia Cornwell/Kate Burton,,7/26/2005,4.16,HarperAudio
At Risk (Winston Garano  #1),Patricia Cornwell,,4/3/2007,3.41,Berkley Books
The Scarpetta Collection: All That Remains / Cruel & Unusual (Kay Scarpetta  #3  #4),Patricia Cornwell,,11/11/2003,4.16,Scribner
In the Dark of the Night,John Saul,,7/18/2006,3.88,Ballantine Books
Perfect Nightmare,John Saul,,4/25/2006,3.89,Ballantine Books
  said the shotgun to the head.,Saul Williams,,9/1/2003,4.22,MTV Books
Early Color,Saul Leiter/Martin Harrison,,1/15/2006,4.73,Steidl
Herzog,Saul Bellow/Philip Roth,,2/25/2003,3.78,Penguin Classics
Midnight Voices,John Saul/Joe Blades,,3/4/2003,3.75,Ballantine Books
The Manhattan Hunt Club,John Saul,,3/28/2006,3.98,Ballantine Books
Shadows,John Saul,,5/1/1993,3.93,Bantam
The Presence,John Saul,,4/29/1998,3.76,Ballantine Books
Creature,John Saul,,1/1/1997,3.84,Bantam
Asylum (Blackstone Chronicles  #6),John Saul,,6/3/1997,4.1,Fawcett
Suffer the Children,John Saul,,7/1/1989,3.91,Dell
The Big Bad Wolf  (Alex Cross  #9),James Patterson/مریم کاظمی‌تبار,,10/1/2004,3.99,Grand Central Publishing
Big Bad Wolf,Linda Jones,,2/27/1997,3.8,Love Spell
Why Do Men Fall Asleep After Sex? More Questions You'd Only Ask a Doctor After Your Third Whiskey Sour,Mark Leyner/Billy Goldberg,,8/1/2006,3.55,Three Rivers Press
Four Blondes,Candace Bushnell,,6/8/2001,2.82,Grove Press
Lipstick Jungle,Candace Bushnell,,8/8/2006,3.41,Hachette Books
Lipstick Jungle,Candace Bushnell,,4/1/2007,3.41,Hachette Books
The Easy Way to Stop Smoking: Join the Millions Who Have Become Nonsmokers Using the Easyway Method,Allen Carr,,9/23/2004,4.3,Sterling
Teach Your Child to Read in 100 Easy Lessons,Siegfried Engelmann/Phyllis Haddox/Elaine Bruner,,6/15/1986,4.17,Touchstone
It's Not Easy Being Green: And Other Things to Consider,Jim Henson/Cheryl Henson,,9/14/2005,4.2,Hyperion
Playing Easy to Get (B.A.D. Agency #1.5; Vikings Underground #3; Immortals After Dark #1),Sherrilyn Kenyon/Jaid Black/Kresley Cole,,2/7/2006,4.13,Gallery Books
The Big Over Easy (Nursery Crime  #1),Jasper Fforde,,7/25/2006,3.94,Penguin
The Enneagram Made Easy: Discover the 9 Types of People,Renee Baron/Elizabeth Wagele,,3/11/1994,3.82,HarperSanFrancisco
It's Easy Being Green: A Handbook for Earth-Friendly Living,Crissy Trask/Mike Clelland,,1/23/2006,3.55,Gibbs Smith
Le Divorce,Diane Johnson,,7/1/2003,2.88,Plume
Divine Conspiracy: Rediscovering Our Hidden Life in God,Dallas Willard,,10/5/1998,4.22,Fount
The Divine Comedy,Dante Alighieri/John Ciardi,,5/27/2003,4.07,NAL
The Divine Comedy,Dante Alighieri/Allen Mandelbaum/Eugenio Montale,,8/1/1995,4.07,Everyman's Library
Divine,Karen Kingsbury,,5/17/2007,4.28,Tyndale House Publishers
When the Emperor Was Divine,Julie Otsuka,,1/12/2004,3.73,Penguin
Complete Divine (Dungeons & Dragons Edition 3.5),David Noonan,,5/1/2004,3.64,Wizards of the Coast
A Divine Revelation of Hell,Mary K. Baxter/T.L. Lowery,,1/1/1993,4.18,Whitaker House
Boy: Tales of Childhood (Roald Dahl's Autobiography  #1),Roald Dahl/Quentin Blake,,4/5/2001,4.1,Puffin Books
The Enormous Crocodile,Roald Dahl/Quentin Blake,,3/24/2003,3.78,Puffin
The Magic Finger,Roald Dahl/Quentin Blake,,4/5/2001,3.68,Puffin Books
The Wonderful Story of Henry Sugar and Six More,Roald Dahl,,9/11/2001,4.14,Knopf Books for Young Readers
The Gremlins,Roald Dahl/Artists and Writers Guild/Walt Disney Company/Leonard Maltin,,9/26/2006,3.44,Dark Horse Books
Going Solo (Roald Dahl's Autobiography  #2),Roald Dahl/Quentin Blake,,4/5/2001,4.08,Puffin
Gumbo Ya-Ya: A Collection of Louisiana Folk Tales,Lyle Saxon/Edward Dreyer/Robert Tallant,,5/31/1987,4.04,Pelican Publishing
James and the Giant Peach,Roald Dahl/Quentin Blake,,9/10/2002,4.01,Alfred A. Knopf
Danny the Champion of the World,Roald Dahl/Quentin Blake,,2/12/2002,4.09,Knopf Books for Young Readers
My Uncle Oswald,Roald Dahl,,5/1/1986,3.89,Penguin (Non-Classics)
Fantastic Mr. Fox,Roald Dahl/Quentin Blake,,6/11/2002,4.05,Knopf Books for Young Readers
The Giraffe and the Pelly and Me,Roald Dahl/Quentin Blake,,11/29/2001,3.82,Puffin
The Power of Now: A Guide to Spiritual Enlightenment,Eckhart Tolle,,8/19/2004,4.13,New World Library
Wild Things: Four Tales,Douglas Clegg,,10/1/2006,3.58,Cemetery Dance Publications
Wild Things (Prowlers Book 1),Christopher Golden,,4/7/2003,4.03,Pocket Books
A Supposedly Fun Thing I'll Never Do Again:  Essays and Arguments,David Foster Wallace,,2/2/1998,4.25,Back Bay Books
Oblivion,David Foster Wallace,,8/30/2005,4.07,Back Bay Books
Consider the Lobster and Other Essays,David Foster Wallace,,12/13/2005,4.23,Little  Brown and Company
Brief Interviews with Hideous Men,David Foster Wallace,,4/1/2000,3.86,Abacus
Diabetes Meal Planning Made Easy,Hope S. Warshaw/Warshaw Hope,,10/15/2006,3.42,American Diabetes Association
Easy French Reader,R. de Roussy de Sales,,9/17/2003,3.85,McGraw-Hill Education
Algebra the Easy Way,Douglas Downing,,1/1/2003,4.06,Barrons Educational Series
Easy Riders  Raging Bulls,Peter Biskind,,4/4/1999,4.12,Simon  Schuster
Cloud Atlas,David Mitchell,,2/21/2005,4.02,Sceptre
The Cloud Atlas,Liam Callanan,,8/1/2004,3.38,Dial Press
Easy Labor: Every Woman's Guide to Choosing Less Pain and More Joy During Childbirth,William Camann/Kathryn    Alexander,,1/31/2006,3.45,Ballantine Books
The McDougall Quick and Easy Cookbook,John A. McDougall/Mary McDougall,,4/1/1999,4.01,Plume
American Sign Language The Easy Way,David A. Stewart/Jessalyn Little/Elizabeth     Stewart,,11/1/2006,3.75,Barrons Educational Series
Ghostwritten,David Mitchell,,10/9/2001,4.05,Vintage
Romeo & Juliet,William Shakespeare/Alan Durband,,1/1/1993,3.74,Nelson Thornes Ltd
Easy Prey (Lucas Davenport  #11),John Sandford,,6/1/2004,4.08,Simon & Schuster
Mayada  Daughter of Iraq: One Woman's Survival Under Saddam Hussein,Jean Sasson,,9/7/2004,4,Berkley Books
Three to Get Deadly (Stephanie Plum  #3),Janet Evanovich,,7/15/1998,4.15,St. Martin's Press
Smitten (Elsie Hawkins #2),Janet Evanovich,,7/25/2006,3.67,HarperTorch
Manhunt,Janet Evanovich,,11/29/2005,3.7,HarperTorch
Three Plums In One (Stephanie Plum  #1-3),Janet Evanovich,,4/26/2001,4.31,Scribner
Hot Six (Stephanie Plum  #6),Janet Evanovich,,6/15/2001,4.19,St. Martin's Paperbacks
Amsterdam,Ian McEwan,,11/2/1999,3.43,Anchor Books/Knopf Doubleday Publishing Group
Fodor's Amsterdam (Fodor's Gold Guides),Fodor's Travel Publications Inc./Sarah Gold,,4/6/2004,3.43,Fodor's
The Child in Time,Ian McEwan,,11/2/1999,3.58,Anchor
Enduring Love,Ian McEwan,,10/28/2004,3.63,Vintage
Black Dogs,Ian McEwan,,12/29/1998,3.44,Anchor
The Comfort of Strangers,Ian McEwan,,11/1/1994,3.41,Anchor
And the Envelope  Please...: Ever After / An Affair To Remember / It Happened One Night,Barbara Bretton/Emilie Rose/Isabel Sharpe,,2/7/2006,3.57,Harlequin Anthologies
Las rubias de 5th Avenue,Plum Sykes,,2/28/2005,3.28,Debolsillo
Tuesdays with Morrie,Mitch Albom,,6/29/2007,4.1,Anchor Books
La Dernière Leçon,Mitch Albom,,1/1/2001,4.1,French & European Pubns
My Sister's Keeper,Mavis Applewater,,3/9/2004,3.86,Limitless Corporation
My Sister's Keeper (Gillian Adams  #2),Nora Kelly,,2/1/2000,3.7,Poisoned Pen Press
Their Sisters' Keepers: Women's Prison Reform in America  1830-1930,Estelle B. Freedman,,4/4/1984,4.27,University of Michigan Press
Baby's Alphabet,Jean Marzollo/Nancy Sheehan,,8/1/2002,3.75,Roaring Brook Press
Welcome to the Monkey House,Kurt Vonnegut Jr./David Strathairn/Maria Tucci/Bill Irwin/Tony    Roberts/Dylan Baker,,5/23/2006,4.15,Caedmon
What Color Is Your Parachute? A Practical Manual for Job-Hunters and Career-Changers,Richard Nelson Bolles,,9/1/2006,3.7,Ten Speed Press
You Can Have What You Want: Proven Strategies for Inner and Outer Success,Michael Neill,,10/15/2006,4.14,Hay House
Like Water for Chocolate,Laura Esquivel/Thomas  Christensen/Carol Christensen,,9/16/1993,3.95,Black Swan
Like Water for Chocolate,Laura Esquivel/Yareli Arizmendi,,5/2/2006,3.95,Random House Audio
Como agua para chocolate,Laura Esquivel,,6/1/1994,3.95,Turtleback Books
The Radicalism of the American Revolution,Gordon S. Wood,,3/2/1993,4.06,Vintage
Emma,Jane Austen/Fiona Stafford,,5/6/2003,4,Penguin Books
Prince of Ice (Tale of the Demon World  #3),Emma Holly,,11/7/2006,3.99,Berkley Sensation
Emma Lazarus,Esther Schor,,9/5/2006,3.88,Schocken
Strange Attractions,Emma Holly,,11/1/2005,3.68,Berkley Books
The Mermaid Chair,Sue Monk Kidd,,3/7/2006,3.13,Penguin Books
The Dance of the Dissident Daughter: A Woman's Journey from Christian Tradition to the Sacred Feminine,Sue Monk Kidd,,12/26/1996,3.95,HarperOne
When the Heart Waits: Spiritual Direction for Life's Sacred Questions,Sue Monk Kidd,,10/11/2016,4.13,HarperOne
With Open Hands,Henri J.M. Nouwen/Sue Monk Kidd,,4/1/2006,4.3,Ave Maria Press
Saxons  Vikings  and Celts: The Genetic Roots of Britain and Ireland,Bryan Sykes,,12/17/2006,3.86,W. W. Norton  Company
Yeah  I Said It,Wanda Sykes,,9/13/2005,3.71,Atria Books
The Seven Daughters Of Eve,Bryan Sykes,,7/1/2002,3.98,Corgi
Dumbing Down Our Kids: Why American Children Feel Good About Themselves But Can't Read  Write or Add,Charles J. Sykes,,9/15/1996,3.71,St. Martin's Griffin
If I Don't Write It Nobody Else Will: An Autobiography,Eric Sykes,,5/1/2006,3.88,Fourth Estate
Hamlet,William Shakespeare,,7/3/2003,4.02,SparkNotes
William Shakespeare's A Midsummer Night's Dream (Cliffs Complete),CliffsNotes/Michael McMahon,,4/29/2001,3.89,Cliffs Notes
A Midsummer Night's Dream,William Shakespeare,,5/1/1998,3.94,Signet Book
A Midsummer Night's Dream,William Shakespeare/Amanda Root/Arkangel Cast/Roy Hudd/David Harewood,,5/3/2005,3.94,AudioGO
A Midsummer Night's Dream,William Shakespeare/Roma Gill/B. Litt,,7/28/2005,3.94,Oxford University Press  USA
A Midsummer Night's Dream,William Shakespeare/Roma Gill,,8/15/2002,3.94,Oxford University Press  USA
The Burning (Guardians of Ga'Hoole  #6),Kathryn Lasky/Richard Cowdrey,,11/1/2004,4.08,Scholastic Paperbacks
The Siege (Guardians of Ga'Hoole  #4),Kathryn Lasky,,5/1/2004,4.1,Scholastic  Inc.
In the Company of Cheerful Ladies (No. 1 Ladies' Detective Agency  #6),Alexander McCall Smith,,3/14/2006,4.08,Anchor
Morality for Beautiful Girls (No. 1 Ladies' Detective Agency #3),Alexander McCall Smith,,11/12/2002,3.98,Random House Anchor
In the Company of Cheerful Ladies (No. 1 Ladies' Detective Agency  #6),Alexander McCall Smith/Lisette Lecat,,3/2/2005,4.08,Recorded Books  Inc.
The Full Cupboard of Life (No. 1 Ladies' Detective Agency  #5),Alexander McCall Smith,,4/20/2004,4.02,Pantheon Books
The Tale of Genji,Murasaki Shikibu/Edward G. Seidensticker,,7/12/1978,3.72,Alfred A. Knopf
The Tale of Genji,Yoshitaka Amano/Murasaki Shikibu/Rachel Nacth/Anri Itō/Junichi Imura,,8/8/2006,4.05,Dark Horse Books
The Tale of Genji: Scenes from the World's First Novel (Illustrated Japanese Classics),Murasaki Shikibu/Masayuki Miyata/Jakuchō Seitouchi/Donald Keene/H. Mack Horton/Ayako Watanabe/Michiko Hiraoka,,10/26/2001,3.74,Kodansha America
Blue Shoes and Happiness (No. 1 Ladies' Detective Agency  #7),Alexander McCall Smith,,4/18/2006,4.06,Pantheon
In the Company of Cheerful Ladies (No. 1 Ladies' Detective Agency #6),Alexander McCall Smith,,4/19/2005,4.08,Pantheon
Ein Gentleman für Mma Ramotswe (No. 1 Ladies' Detective Agency  #2),Alexander McCall Smith,,2/1/2002,3.96,Nymphenburger
Ein Koch für Mma Ramotswe (No. 1 Ladies' Detective Agency  #3),Alexander McCall Smith,,2/1/2003,3.98,Nymphenburger
The Good Husband of Zebra Drive (No. 1 Ladies' Detective Agency #8),Alexander McCall Smith,,4/17/2007,4.07,Pantheon Books
The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),Alexander McCall Smith,,2/6/2003,3.78,Anchor Books
Paris to the Moon,Adam Gopnik,,9/11/2001,3.76,Random House Trade Paperbacks
The Belly of Paris (Les Rougon-Macquart  #3),Émile Zola/Ernest Alfred Vizetelly/Henry Vizetelly,,12/1/1995,3.91,Sun and Moon Press
My Movie Business: A Memoir,John Irving,,10/10/2000,3.34,Ballantine Books
Setting Free the Bears / The Water-Method Man / The 158-Pound Marriage,John Irving,,5/21/1995,3.83,Wings
The Headmaster's Papers,Richard A. Hawley/John Irving,,9/1/2002,3.99,Paul S. Eriksson
Blade Runner,Philip K. Dick,,7/12/1987,4.08,Del Rey
The Android (Animorphs  #10),K.A. Applegate/Katherine Applegate,,9/1/1997,3.77,Scholastic  Inc.
The Soul of a New Machine,Tracy Kidder,,6/1/2000,4.11,Back Bay Books
No Better Place to Die: The Battle Of Stones River,Peter Cozzens,,7/1/1991,4.17,University of Illinois Press
Never Call Retreat,Bruce Catton/E.B. Long,,12/31/2001,4.33,Phoenix Press (UK)
The 42nd Parallel (U.S.A.  #1),John Dos Passos,,5/25/2000,3.82,Mariner Books
U.S.A.: 42e Parallèle/L'An premier du siècle/La Grosse galette,John Dos Passos,,9/4/2002,4.1,Gallimard
The Big Money (U.S.A.  #3),John Dos Passos/E.L. Doctorow,,5/25/2000,4.03,Mariner Books
1919 (U.S.A.  #2),John Dos Passos/E.L. Doctorow,,5/25/2000,4,Mariner Books
The King in the Window,Adam Gopnik/Omar Rayyan,,10/15/2006,3.6,Miramax Books
The Karamazov Brothers,Fyodor Dostoyevsky/Ignat Avsey,,8/20/1998,4.32,Oxford University Press
The Grand Inquisitor: with related chapters from The Brothers Karamazov,Fyodor Dostoyevsky/Constance Garnett/Charles Guignon,,10/1/1993,4.36,Hackett Publishing Company  Inc.
The Count of Monte Cristo,Alexandre Dumas/Robin Buss,,5/27/2003,4.25,Penguin Classics
The Count of Monte Cristo,Alexandre Dumas/Brantley Johnson/Margaret Brantley,,5/1/2004,4.25,Simon  Schuster
The Count of Monte Cristo,Alexandre Dumas/Lorenzo Carcaterra,,6/11/2002,4.25,Modern Library
